
mode= LSST_Y1 7.500000e+03 9.800000e+00 1.500000e+01[1.608237e+06, 2.121686e+06, 1.529077e+05, -8.443412e+04, -1.286394e+04, -4.601038e+05, 1.177970e+05, -1.080311e+04, -7.936619e+03, -1.713908e+03, -2.858151e+02, 5.496489e+03, -2.917589e+01, -3.210809e+02, -1.986581e+02, -7.360462e+01, 6.475088e+05, -7.957137e+05, 3.149527e+05, 6.096320e+05, -1.162740e+06, 2.180940e+05]
[2.121686e+06, 4.026126e+06, 6.240826e+04, 1.211753e+04, 7.460186e+03, -3.844459e+05, 9.922702e+04, 1.879008e+04, 3.049671e+04, 4.785063e+04, 3.722320e+04, 5.831750e+04, -4.176030e+01, 1.369618e+02, -6.912609e+01, -1.150026e+01, 1.114234e+06, -1.208611e+06, 5.980800e+05, 1.197858e+06, -1.992262e+06, 4.724672e+05]
[1.529077e+05, 6.240826e+04, 5.003913e+04, -2.440045e+04, -4.678464e+03, -1.011604e+05, 2.630022e+04, -2.884884e+03, -5.209771e+03, -7.323918e+03, -7.478627e+03, -8.835989e+03, -1.283933e+01, 3.558154e+01, -2.324495e+01, -5.617360e+00, 4.329581e+04, -9.365536e+04, 1.705406e+04, 1.665005e+04, -9.524412e+04, 1.693749e+03]
[-8.443412e+04, 1.211753e+04, -2.440045e+04, 2.886093e+04, 5.771162e+03, 2.152334e+04, -5.874611e+03, 4.235712e+03, 6.944423e+03, 1.032859e+04, 8.191852e+03, 1.320845e+04, -5.135653e+00, 1.081483e+02, 2.461734e+01, 1.297939e+01, -2.917127e+04, 4.109116e+04, -1.173089e+04, -2.199627e+04, 5.156795e+04, -5.958455e+03]
[-1.286394e+04, 7.460186e+03, -4.678464e+03, 5.771162e+03, 1.209582e+03, 3.325488e+03, -8.867684e+02, 5.956829e+02, 1.206707e+03, 2.054602e+03, 1.827548e+03, 3.113552e+03, -1.041743e+00, 2.218850e+01, 5.097664e+00, 2.820745e+00, -4.123023e+03, 5.970948e+03, -1.788634e+03, -3.185954e+03, 7.570057e+03, -9.319041e+02]
[-4.601038e+05, -3.844459e+05, -1.011604e+05, 2.152334e+04, 3.325488e+03, 4.960147e+05, -9.415381e+04, -3.004685e+02, -1.332689e+03, -2.008226e+03, 4.547160e+03, -1.700148e+03, 1.417644e+01, 3.996590e+01, 5.438669e+01, 1.710876e+01, -1.163899e+05, 2.554160e+05, -4.491232e+04, -4.145098e+04, 2.588029e+05, -2.415133e+03]
[1.177970e+05, 9.922702e+04, 2.630022e+04, -5.874611e+03, -8.867684e+02, -9.415381e+04, 2.350590e+04, -2.411660e+02, -2.965554e+02, 3.834552e+02, -1.725350e+03, 1.197286e+03, -3.999270e+00, -7.339840e+00, -1.393811e+01, -4.332783e+00, 3.067915e+04, -6.713207e+04, 1.188525e+04, 1.109640e+04, -6.808568e+04, 7.458991e+02]
[-1.080311e+04, 1.879008e+04, -2.884884e+03, 4.235712e+03, 5.956829e+02, -3.004685e+02, -2.411660e+02, 1.054797e+04, 4.511521e+02, 3.212365e+02, 8.183149e+01, 4.433127e+01, -5.206900e+00, 7.082808e+01, 1.077836e+01, 5.431432e+00, 1.190170e+02, -1.808767e+02, 6.759629e+01, 2.313596e+01, -1.920700e+02, 1.433737e+01]
[-7.936619e+03, 3.049671e+04, -5.209771e+03, 6.944423e+03, 1.206707e+03, -1.332689e+03, -2.965554e+02, 4.511521e+02, 1.426525e+04, 3.317253e+02, 9.744624e+01, 5.714383e+01, -4.839079e+00, 6.481729e+01, 9.693184e+00, 6.250221e+00, 2.177135e+02, -3.219480e+02, 1.395917e+02, 8.833027e+01, -3.784305e+02, 3.968926e+01]
[-1.713908e+03, 4.785063e+04, -7.323918e+03, 1.032859e+04, 2.054602e+03, -2.008226e+03, 3.834552e+02, 3.212365e+02, 3.317253e+02, 1.868773e+04, 8.839095e+01, 4.845302e+01, -1.474883e+00, 3.289274e+01, 7.721777e+00, 4.473852e+00, 5.365182e+02, -7.039492e+02, 3.692700e+02, 5.178274e+02, -1.084879e+03, 2.411414e+02]
